time,total load actual,generation solar,generation wind onshore,total load forecast,forecast solar day ahead,forecast wind onshore day ahead
2015-01-03 14:00:00+01:00,26416.0,3780.0,9152.0,27154.0,3756.0,9082.0
2015-01-03 15:00:00+01:00,25362.0,3370.0,9382.0,26011.0,3373.0,9168.0
2015-01-03 16:00:00+01:00,24770.0,2692.0,9307.0,25162.0,2724.0,9502.0
2015-01-03 17:00:00+01:00,24501.0,1931.0,8892.0,24691.0,1852.0,9020.0
2015-01-03 18:00:00+01:00,24992.0,1015.0,8568.0,25293.0,741.0,8641.0
2015-01-03 19:00:00+01:00,27964.0,502.0,9005.0,28421.0,103.0,8863.0
2015-01-03 20:00:00+01:00,29694.0,355.0,9672.0,30293.0,111.0,9619.0
2015-01-03 21:00:00+01:00,29874.0,291.0,10081.0,30828.0,157.0,10158.0
2015-01-03 22:00:00+01:00,28979.0,207.0,10537.0,29896.0,136.0,10370.0
2015-01-03 23:00:00+01:00,26863.0,117.0,10953.0,27700.0,78.0,10857.0
2015-01-04 00:00:00+01:00,25254.0,692.0,8540.0,25481.0,584.0,8564.0
2015-01-04 01:00:00+01:00,23620.0,684.0,8080.0,23734.0,640.0,8335.0
2015-01-04 02:00:00+01:00,22606.0,648.0,7773.0,22658.0,551.0,7816.0
2015-01-04 03:00:00+01:00,22191.0,640.0,7601.0,22130.0,508.0,7802.0
2015-01-04 04:00:00+01:00,21929.0,563.0,7584.0,21879.0,445.0,7570.0
2015-01-04 05:00:00+01:00,22195.0,372.0,7812.0,22230.0,288.0,7595.0
2015-01-04 06:00:00+01:00,24035.0,179.0,7950.0,23903.0,134.0,7913.0
2015-01-04 07:00:00+01:00,26807.0,129.0,8228.0,26742.0,33.0,8239.0
2015-01-04 08:00:00+01:00,28316.0,357.0,8341.0,28481.0,379.0,8275.0
2015-01-04 09:00:00+01:00,29871.0,1634.0,8569.0,29705.0,1381.0,8320.0
2015-01-04 10:00:00+01:00,30585.0,3830.0,8433.0,30656.0,3378.0,8529.0
2015-01-04 11:00:00+01:00,30772.0,4937.0,8001.0,30717.0,4727.0,8199.0
2015-01-04 12:00:00+01:00,30685.0,5302.0,7520.0,30616.0,5221.0,7698.0
2015-01-04 13:00:00+01:00,30429.0,5590.0,7274.0,30287.0,5765.0,7274.0
2015-01-04 14:00:00+01:00,28741.0,5668.0,6878.0,29451.0,5661.0,7008.0
2015-01-04 15:00:00+01:00,28249.0,5593.0,7517.0,28730.0,5540.0,7263.0
2015-01-04 16:00:00+01:00,28105.0,5316.0,7999.0,28393.0,5319.0,7886.0
2015-01-04 17:00:00+01:00,27908.0,4907.0,8181.0,28062.0,4766.0,8191.0
2015-01-04 18:00:00+01:00,27577.0,4200.0,8260.0,27317.0,3965.0,8321.0
2015-01-04 19:00:00+01:00,27418.0,2911.0,8156.0,27189.0,2680.0,8296.0
2015-01-04 20:00:00+01:00,28604.0,1392.0,8347.0,28914.0,1189.0,8158.0
2015-01-04 21:00:00+01:00,30346.0,748.0,8875.0,30333.0,750.0,8677.0
2015-01-04 22:00:00+01:00,28190.0,696.0,8922.0,28341.0,643.0,9036.0
2015-01-04 23:00:00+01:00,26270.0,672.0,8735.0,26412.0,647.0,8826.0
2015-01-05 00:00:00+01:00,25069.0,691.0,7351.0,25149.0,399.0,7321.0
2015-01-05 01:00:00+01:00,23390.0,668.0,7403.0,23630.0,588.0,7474.0
2015-01-05 02:00:00+01:00,21988.0,662.0,7887.0,22590.0,566.0,7731.0
2015-01-05 03:00:00+01:00,21182.0,616.0,8117.5,21912.0,546.0,8233.0
2015-01-05 04:00:00+01:00,20778.0,570.0,8348.0,21369.0,386.0,8397.0
2015-01-05 05:00:00+01:00,20309.0,428.0,8526.0,20723.0,277.0,8437.0
2015-01-05 06:00:00+01:00,20252.0,243.0,8518.0,20498.0,161.0,8660.0
2015-01-05 07:00:00+01:00,19964.0,155.0,8263.0,19736.0,195.0,8285.0
2015-01-05 08:00:00+01:00,20796.0,500.0,8326.0,19970.0,685.0,8286.0
2015-01-05 09:00:00+01:00,22478.0,1333.0,8046.0,21590.0,1669.0,8122.0
2015-01-05 10:00:00+01:00,23834.0,2482.0,8439.0,22987.0,3011.0,8214.0
2015-01-05 11:00:00+01:00,24429.0,3339.0,9131.0,23271.0,3344.0,8921.0
2015-01-05 12:00:00+01:00,24066.0,3282.6,8888.1,23209.0,3932.0,9258.0
2015-01-05 13:00:00+01:00,23703.0,3226.1,8645.3,23725.0,4236.0,9156.0
2015-01-05 14:00:00+01:00,23340.0,3169.7,8402.4,23614.0,4215.0,9072.0
2015-01-05 15:00:00+01:00,22977.0,3113.3,8159.6,22381.0,4050.0,8779.0
2015-01-05 16:00:00+01:00,22614.0,3056.9,7916.7,21371.0,3728.0,8426.0
2015-01-05 17:00:00+01:00,22251.0,3000.4,7673.9,20760.0,3175.0,7946.0
2015-01-05 18:00:00+01:00,21888.0,2944.0,7431.0,20654.0,2658.0,7617.0
2015-01-05 19:00:00+01:00,22048.0,1971.0,6570.0,20904.0,1764.0,6837.0
2015-01-05 20:00:00+01:00,22858.0,958.0,5549.0,22334.0,946.0,5836.0
2015-01-05 21:00:00+01:00,25604.0,605.0,4979.0,25504.0,483.0,5054.0
2015-01-05 22:00:00+01:00,25381.0,518.0,4822.0,25938.0,324.0,4869.0
2015-01-05 23:00:00+01:00,23822.0,394.0,4982.0,23892.0,347.0,4890.0
2015-01-06 00:00:00+01:00,23711.0,626.0,4052.0,24086.0,544.0,4104.0
2015-01-06 01:00:00+01:00,22354.0,624.0,3832.0,22554.0,513.0,3889.0
2015-01-06 02:00:00+01:00,21546.0,616.0,3398.0,21566.0,466.0,3514.0
2015-01-06 03:00:00+01:00,21171.0,582.0,3003.0,21211.0,481.0,3091.0
2015-01-06 04:00:00+01:00,21042.0,576.0,2569.0,21074.0,486.0,2691.0
2015-01-06 05:00:00+01:00,21618.0,499.0,2380.0,21579.0,434.0,2377.0
2015-01-06 06:00:00+01:00,23433.0,415.0,2196.0,23250.0,399.0,2206.0
2015-01-06 07:00:00+01:00,25885.0,412.0,1701.0,25560.0,475.0,1827.0
2015-01-06 08:00:00+01:00,28456.0,1168.0,1102.0,27900.0,1408.0,1208.0
2015-01-06 09:00:00+01:00,29708.0,3018.0,682.0,29463.0,3077.0,759.0
2015-01-06 10:00:00+01:00,30887.0,4129.0,470.0,30133.0,4070.0,506.0
2015-01-06 11:00:00+01:00,31409.0,4642.0,472.0,30558.0,4629.0,483.0
2015-01-06 12:00:00+01:00,31947.0,4976.0,683.0,31035.0,4919.0,678.0
2015-01-06 13:00:00+01:00,32078.0,5044.0,1041.0,31154.0,5014.0,1130.0
2015-01-06 14:00:00+01:00,31193.0,4887.0,1652.0,30381.0,4875.0,1479.0
2015-01-06 15:00:00+01:00,30542.0,4641.0,2761.0,29581.0,4686.0,2347.0
2015-01-06 16:00:00+01:00,30591.0,4279.0,3277.0,29085.0,4404.0,3318.0
2015-01-06 17:00:00+01:00,30799.0,3824.0,3281.0,29155.0,3907.0,3236.0
2015-01-06 18:00:00+01:00,30481.0,3132.0,3781.0,28943.0,3456.0,3699.0
2015-01-06 19:00:00+01:00,30147.0,2383.0,3943.0,29013.0,2719.0,3929.0
2015-01-06 20:00:00+01:00,30120.0,1586.0,4028.0,29307.0,1615.0,4059.0
2015-01-06 21:00:00+01:00,30747.0,891.0,3661.0,29896.0,924.0,3823.0
2015-01-06 22:00:00+01:00,29978.0,696.0,3485.0,29310.0,632.0,3558.0
2015-01-06 23:00:00+01:00,27421.0,669.0,3276.0,26817.0,495.0,3276.0
2015-01-07 00:00:00+01:00,30518.0,1280.0,6210.0,30239.0,597.0,6140.0
2015-01-07 01:00:00+01:00,28484.0,1253.0,5993.0,28031.0,514.0,6205.0
2015-01-07 02:00:00+01:00,27026.0,1231.0,5529.0,26635.0,542.0,5735.0
2015-01-07 03:00:00+01:00,26248.0,1223.0,5127.0,26076.0,551.0,5232.0
2015-01-07 04:00:00+01:00,25838.0,1189.0,4940.0,25734.0,550.0,4959.0
2015-01-07 05:00:00+01:00,26021.0,1142.0,4735.0,25889.0,457.0,4784.0
2015-01-07 06:00:00+01:00,26992.0,1043.0,4266.0,27135.0,592.0,4452.0
2015-01-07 07:00:00+01:00,28625.0,979.0,3849.0,29269.0,871.0,3912.0
2015-01-07 08:00:00+01:00,31015.0,1336.0,3369.0,31596.0,1821.0,3585.0
2015-01-07 09:00:00+01:00,33276.0,2121.0,2959.0,33540.0,3169.0,3028.0
2015-01-07 10:00:00+01:00,34221.0,2841.0,3226.0,34919.0,4356.0,3098.0
2015-01-07 11:00:00+01:00,34796.0,3556.0,4273.0,35376.0,4651.0,3964.0
2015-01-07 12:00:00+01:00,35535.0,3756.0,5914.0,36279.0,4654.0,5486.0
2015-01-07 13:00:00+01:00,35752.0,3639.0,7320.0,36886.0,4593.0,7010.0
2015-01-07 14:00:00+01:00,35605.0,4133.0,7837.0,36199.0,4414.0,8090.0
2015-01-07 15:00:00+01:00,36020.0,4896.0,7890.0,35918.0,4049.0,7971.0
2015-01-07 16:00:00+01:00,36066.0,4647.0,7996.0,36366.0,3887.0,8004.0
2015-01-07 17:00:00+01:00,36195.0,4184.0,7955.0,36676.0,4055.0,7962.0
2015-01-07 18:00:00+01:00,35739.0,3631.0,7582.0,36275.0,3523.0,7779.0
2015-01-07 19:00:00+01:00,35188.0,2772.0,6821.0,35664.0,2670.0,7115.0
2015-01-07 20:00:00+01:00,34470.0,2013.0,6198.0,34828.0,1612.0,6110.0
2015-01-07 21:00:00+01:00,33716.0,1193.0,6139.0,34241.0,743.0,5883.0
2015-01-07 22:00:00+01:00,32697.0,636.0,6398.0,33972.0,462.0,6276.0
2015-01-07 23:00:00+01:00,30477.0,573.0,6262.0,32057.0,480.0,6324.0
2015-01-08 00:00:00+01:00,26788.0,433.0,5908.0,27766.0,443.0,5755.0
2015-01-08 01:00:00+01:00,25146.0,391.0,5509.0,26176.0,363.0,5596.0
2015-01-08 02:00:00+01:00,23889.0,352.0,5204.0,24974.0,295.0,5218.0
2015-01-08 03:00:00+01:00,23046.0,328.0,4891.0,24173.0,276.0,4923.0
2015-01-08 04:00:00+01:00,22587.0,327.0,4738.0,23779.0,244.0,4706.0
2015-01-08 05:00:00+01:00,22361.0,320.0,4868.0,23503.0,212.0,4779.0
2015-01-08 06:00:00+01:00,22551.0,265.0,4809.0,23493.0,235.0,4867.0
2015-01-08 07:00:00+01:00,22543.0,223.0,4849.0,23562.0,420.0,4812.0
2015-01-08 08:00:00+01:00,24042.0,708.0,4285.0,24929.0,1166.0,4532.0
2015-01-08 09:00:00+01:00,25932.0,2225.0,3889.0,27227.0,2373.0,3916.0
2015-01-08 10:00:00+01:00,27664.0,3943.0,3330.0,29193.0,3681.0,3551.0
2015-01-08 11:00:00+01:00,28448.0,4514.0,2911.0,29950.0,4451.0,2983.0
2015-01-08 12:00:00+01:00,28881.0,4926.0,2376.0,30333.0,4940.0,2486.0
2015-01-08 13:00:00+01:00,29329.0,5067.0,1917.0,30711.0,5172.0,1978.0
2015-01-08 14:00:00+01:00,29026.0,5092.0,1741.0,30055.0,5163.0,1759.0
2015-01-08 15:00:00+01:00,28237.0,5019.0,1680.0,29123.0,4994.0,1729.0
2015-01-08 16:00:00+01:00,27868.0,4803.0,1774.0,28632.0,4740.0,1795.0
2015-01-08 17:00:00+01:00,27654.0,4507.0,2001.0,28356.0,4391.0,1993.0
2015-01-08 18:00:00+01:00,27507.0,4010.0,2574.0,28124.0,3790.0,2586.0
2015-01-08 19:00:00+01:00,27544.0,3321.0,3022.0,27922.0,2928.0,3102.0
2015-01-08 20:00:00+01:00,27578.0,2089.0,3312.0,27925.0,1860.0,3344.0
2015-01-08 21:00:00+01:00,28222.0,957.0,3478.0,28578.0,997.0,3476.0
2015-01-08 22:00:00+01:00,28221.0,721.0,3726.0,28862.0,689.0,3724.0
2015-01-08 23:00:00+01:00,26436.0,691.0,3968.0,27334.0,581.0,3880.0
2015-01-09 00:00:00+01:00,27485.0,39.0,3552.0,27430.0,72.0,3653.0
2015-01-09 01:00:00+01:00,25750.0,38.0,3334.0,25783.0,72.0,3482.0
2015-01-09 02:00:00+01:00,24760.0,37.0,3486.0,24718.0,73.0,3466.0
2015-01-09 03:00:00+01:00,24188.0,37.0,3492.0,24185.0,42.0,3526.0
2015-01-09 04:00:00+01:00,23840.0,36.0,3541.0,23980.0,29.0,3602.0
2015-01-09 05:00:00+01:00,24030.0,41.0,3603.0,24139.0,41.0,3582.0
2015-01-09 06:00:00+01:00,25965.0,45.0,3952.0,25737.0,34.0,3911.0
2015-01-09 07:00:00+01:00,28266.0,58.0,4209.0,27995.0,65.0,4167.0
2015-01-09 08:00:00+01:00,29981.0,317.0,4171.0,29747.0,386.0,4273.0
2015-01-09 09:00:00+01:00,31932.0,1107.0,3873.0,31824.0,1217.0,3856.0
2015-01-09 10:00:00+01:00,33325.0,2133.0,3865.0,33063.0,2336.0,3894.0
2015-01-09 11:00:00+01:00,34144.0,3193.0,3802.0,33748.0,3164.0,3821.0
2015-01-09 12:00:00+01:00,35040.0,3932.0,3676.0,34392.0,3407.0,3705.0
2015-01-09 13:00:00+01:00,35524.0,4156.0,3620.0,34891.0,3874.0,3614.0
2015-01-09 14:00:00+01:00,34579.0,4285.0,3774.0,33853.0,4218.0,3740.0
2015-01-09 15:00:00+01:00,33792.0,4135.0,4045.0,32981.0,4084.0,3949.0
2015-01-09 16:00:00+01:00,33768.0,3883.0,4345.0,32846.0,3846.0,4323.0
2015-01-09 17:00:00+01:00,33696.0,3513.0,4914.0,32833.0,3394.0,4708.0
2015-01-09 18:00:00+01:00,33154.0,3253.0,5564.0,32283.0,2711.0,5369.0
2015-01-09 19:00:00+01:00,32440.0,2403.0,5966.0,31942.0,1832.0,5950.0
2015-01-09 20:00:00+01:00,32384.0,1060.0,5879.0,32045.0,931.0,5984.0
2015-01-09 21:00:00+01:00,33976.0,530.0,5861.0,33356.0,440.0,5860.0
2015-01-09 22:00:00+01:00,31420.0,444.0,5431.0,31269.0,424.0,5616.0
2015-01-09 23:00:00+01:00,28825.0,386.0,5147.0,28845.0,417.0,5120.0
2015-01-10 00:00:00+01:00,24899.0,384.0,996.0,24575.0,268.0,1058.0
2015-01-10 01:00:00+01:00,23505.0,167.0,897.0,23348.0,196.0,905.0
2015-01-10 02:00:00+01:00,22589.0,102.0,934.0,22480.0,202.0,890.0
2015-01-10 03:00:00+01:00,22177.0,103.0,933.0,22330.0,61.0,939.0
2015-01-10 04:00:00+01:00,22025.0,102.0,898.0,22165.0,45.0,910.0
2015-01-10 05:00:00+01:00,22426.0,102.0,826.0,22491.0,35.0,872.0
2015-01-10 06:00:00+01:00,24361.0,102.0,890.0,24284.0,27.0,869.0
2015-01-10 07:00:00+01:00,27890.0,103.0,998.0,27772.0,31.0,962.0
2015-01-10 08:00:00+01:00,29335.0,233.0,1183.0,29263.0,237.0,1090.0
2015-01-10 09:00:00+01:00,29951.0,1209.0,1214.0,29664.0,1093.0,1218.0
2015-01-10 10:00:00+01:00,30452.0,2927.0,852.0,30369.0,2703.0,995.0
2015-01-10 11:00:00+01:00,30856.0,4515.0,828.0,30650.0,4196.0,783.0
2015-01-10 12:00:00+01:00,31449.0,5044.0,1346.0,30964.0,4699.0,1454.0
2015-01-10 13:00:00+01:00,31218.0,5107.0,2139.0,30930.0,5068.0,2133.0
2015-01-10 14:00:00+01:00,30458.0,4900.0,2602.0,29821.0,4903.0,2881.0
2015-01-10 15:00:00+01:00,29836.0,4463.0,3146.0,29284.0,4585.0,3109.0
2015-01-10 16:00:00+01:00,29781.0,4215.0,3812.0,29705.0,3645.0,3681.0
2015-01-10 17:00:00+01:00,29929.0,3756.0,4411.0,29953.0,3526.0,4175.0
2015-01-10 18:00:00+01:00,29638.0,2857.0,4682.0,29914.0,2622.0,4614.0
2015-01-10 19:00:00+01:00,29950.0,1303.0,4400.0,29920.0,1492.0,4510.0
2015-01-10 20:00:00+01:00,32244.0,633.0,4443.0,32363.0,723.0,4211.0
2015-01-10 21:00:00+01:00,31900.0,510.0,4419.0,31869.0,496.0,4406.0
2015-01-10 22:00:00+01:00,28690.0,497.0,3976.0,28549.0,453.0,4116.0
2015-01-10 23:00:00+01:00,26219.0,466.0,3299.0,26142.0,461.0,3281.0
2015-01-11 00:00:00+01:00,22460.0,26.0,4256.0,22654.0,23.0,4187.0
2015-01-11 01:00:00+01:00,21033.0,25.0,4802.0,21215.0,3.0,4828.0
2015-01-11 02:00:00+01:00,19977.0,25.0,5261.0,20177.0,14.0,5191.0
2015-01-11 03:00:00+01:00,19389.0,25.0,5647.0,19623.0,17.0,5771.0
2015-01-11 04:00:00+01:00,19126.0,25.0,5907.0,19453.0,32.0,5999.0
2015-01-11 05:00:00+01:00,19199.0,25.0,6487.0,19430.0,27.0,6393.0
2015-01-11 06:00:00+01:00,19404.0,23.0,7036.0,19825.0,10.0,7013.0
2015-01-11 07:00:00+01:00,19500.0,35.0,7397.0,20080.0,35.0,7469.0
2015-01-11 08:00:00+01:00,20182.0,394.0,8140.0,20529.0,348.0,8003.0
2015-01-11 09:00:00+01:00,22121.0,1228.0,9148.0,22303.0,1019.0,8890.0
2015-01-11 10:00:00+01:00,23589.0,2045.0,9866.0,23863.0,2140.0,10121.0
2015-01-11 11:00:00+01:00,24238.0,2423.0,10448.0,24372.0,2592.0,10477.0
2015-01-11 12:00:00+01:00,24271.0,2437.0,10819.0,24563.0,2741.0,10956.0
2015-01-11 13:00:00+01:00,24713.0,2022.0,11383.0,24976.0,2672.0,11131.0
2015-01-11 14:00:00+01:00,24477.0,1630.0,11916.0,24827.0,2300.0,11719.0
2015-01-11 15:00:00+01:00,23377.0,1334.0,12171.0,23696.0,1672.0,12170.0
2015-01-11 16:00:00+01:00,23037.0,860.0,12258.0,23021.0,880.0,12143.0
2015-01-11 17:00:00+01:00,23049.0,254.0,12239.0,23123.0,354.0,12239.0
2015-01-11 18:00:00+01:00,25259.0,57.0,12399.0,25036.0,42.0,12185.0
2015-01-11 19:00:00+01:00,26520.0,54.0,12793.0,26555.0,10.0,12613.0
2015-01-11 20:00:00+01:00,27123.0,55.0,12806.0,26981.0,0.0,12869.0
2015-01-11 21:00:00+01:00,27025.0,34.0,12675.0,27054.0,5.0,12678.0
2015-01-11 22:00:00+01:00,25889.0,31.0,12677.0,25990.0,7.0,12606.0
2015-01-11 23:00:00+01:00,23940.0,31.0,12580.0,23997.0,3.0,12571.0
2015-01-12 00:00:00+01:00,27085.0,44.0,1661.0,27051.0,21.0,1683.0
2015-01-12 01:00:00+01:00,25272.0,42.0,1436.0,25157.0,18.0,1488.0
2015-01-12 02:00:00+01:00,24121.0,42.0,1350.0,24059.0,8.0,1316.0
2015-01-12 03:00:00+01:00,23626.0,42.0,1386.0,23630.0,15.0,1361.0
2015-01-12 04:00:00+01:00,23572.0,42.0,1349.0,23522.0,11.0,1345.0
2015-01-12 05:00:00+01:00,24070.0,42.0,1286.0,24139.0,11.0,1272.0
2015-01-12 06:00:00+01:00,26787.0,42.0,1263.0,26643.0,13.0,1265.0
2015-01-12 07:00:00+01:00,31511.0,45.0,1266.0,31303.0,31.0,1283.0
2015-01-12 08:00:00+01:00,34046.0,157.0,1237.0,34166.0,188.0,1251.0
2015-01-12 09:00:00+01:00,34876.0,1104.0,1205.0,34902.0,1051.0,1217.0
2015-01-12 10:00:00+01:00,35093.0,2190.0,1196.0,35302.0,2116.0,1164.0
2015-01-12 11:00:00+01:00,34588.0,3012.0,1146.0,34926.0,2841.0,1079.0
2015-01-12 12:00:00+01:00,34347.0,3262.0,1170.0,34461.0,3487.0,1025.0
2015-01-12 13:00:00+01:00,34146.0,3208.0,1210.0,34077.0,3466.0,1233.0
2015-01-12 14:00:00+01:00,32884.0,3027.0,1034.0,32951.0,3264.0,1101.0
2015-01-12 15:00:00+01:00,32422.0,2630.0,924.0,32532.0,2491.0,961.0
2015-01-12 16:00:00+01:00,32502.0,1615.0,905.0,32380.0,1548.0,885.0
2015-01-12 17:00:00+01:00,33509.0,422.0,1091.0,33392.0,817.0,994.0
2015-01-12 18:00:00+01:00,35896.0,86.0,1110.0,36018.0,333.0,1212.0
2015-01-12 19:00:00+01:00,36615.0,63.0,1051.0,36757.0,53.0,1088.0
2015-01-12 20:00:00+01:00,36704.0,56.0,1175.0,36901.0,0.0,1135.0
2015-01-12 21:00:00+01:00,35823.0,44.0,1430.0,35903.0,0.0,1385.0
2015-01-12 22:00:00+01:00,32932.0,42.0,1631.0,32853.0,21.0,1642.0
2015-01-12 23:00:00+01:00,29695.0,42.0,1729.0,29696.0,8.0,1746.0
2015-01-13 00:00:00+01:00,28033.0,32.0,8027.0,28161.0,4.0,8097.0
2015-01-13 01:00:00+01:00,25750.0,32.0,7668.0,25814.0,0.0,7806.0
2015-01-13 02:00:00+01:00,24517.0,32.0,7337.0,24609.0,0.0,7376.0
2015-01-13 03:00:00+01:00,23911.0,32.0,6970.0,24062.0,1.0,7098.0
2015-01-13 04:00:00+01:00,23876.0,32.0,6966.0,23903.0,3.0,6814.0
2015-01-13 05:00:00+01:00,24445.0,32.0,6890.0,24462.0,1.0,6962.0
2015-01-13 06:00:00+01:00,27027.0,32.0,6853.0,27029.0,1.0,6887.0
2015-01-13 07:00:00+01:00,31924.0,37.0,6849.0,31669.0,9.0,6901.0
2015-01-13 08:00:00+01:00,35351.0,56.0,6964.0,35277.0,61.0,6887.0
2015-01-13 09:00:00+01:00,36288.0,516.0,6922.0,36330.0,650.0,7022.0
2015-01-13 10:00:00+01:00,36612.0,1475.0,6320.0,36982.0,1695.0,6650.0
2015-01-13 11:00:00+01:00,36296.0,2284.0,5670.0,36787.0,2715.0,5847.0
2015-01-13 12:00:00+01:00,35645.0,2857.0,5901.0,36279.0,3317.0,5519.0
2015-01-13 13:00:00+01:00,35172.0,3217.0,6300.0,35781.0,3422.0,6002.0
2015-01-13 14:00:00+01:00,33895.0,3253.0,6635.0,34485.0,3350.0,6334.0
